Date,Actual,Predicted,Window,ActualReturn,Error,PercentError,VolatilityPct,Trend,MarketCondition
2023-01-05 00:00:00+00:00,86.19999695,100.5864,6,-0.021344287476611656,-14.386405943066407,-16.689566649765883,28.480400951701313,-0.6323812576190448,Normal
2023-01-06 00:00:00+00:00,87.33999634,100.5864,6,0.013225051396013932,-13.246406553066407,-15.166483980031739,28.44302961332329,-0.45904795333333936,Normal
2023-01-09 00:00:00+00:00,88.01999664,100.5864,6,0.007785668977507987,-12.566406253066404,-14.276762932021855,28.123127666113533,-0.32952408571428293,Normal
2023-01-10 00:00:00+00:00,88.41999817,100.5864,6,0.004544439278224344,-12.166404723066407,-13.759788480966451,28.030836341070327,-0.2519048052380839,Normal
2023-01-11 00:00:00+00:00,91.51999664,99.01945,6,0.03505992461162255,-7.499450686660154,-8.194330159516658,30.772037338610904,-0.062381199523812825,High Volatility
2023-01-12 00:00:00+00:00,91.12999725,100.5864,6,-0.004261357127602228,-9.456405643066404,-10.376830822373808,30.726574928439597,-0.10380953857142572,High Volatility
2023-01-13 00:00:00+00:00,92.12000275,99.01945,6,0.01086366212965073,-6.899444576660159,-7.489626976438794,29.607217232054513,-0.16714259523810426,Normal
2023-01-17 00:00:00+00:00,91.29000092,94.34731,7,-0.00901000656993578,-3.0573120072460966,-3.349010818748162,29.684232801954746,-0.17999994142857645,Normal
2023-01-18 00:00:00+00:00,91.12000275,94.34731,7,-0.001862177328149861,-3.227310177246096,-3.5418240560205607,25.348662124750522,0.012381054285725668,Normal
2023-01-19 00:00:00+00:00,93.05000305,94.34731,7,0.021180863056986743,-1.297309877246093,-1.394207237746128,26.213662264913197,0.1328571861904777,Normal
2023-01-20 00:00:00+00:00,98.01999664,95.106544,7,0.05341207337015774,2.913452145371096,2.9723038617022093,30.5550031396105,0.45619019999999466,High Volatility
2023-01-23 00:00:00+00:00,99.79000092,99.36971,7,0.018057583561247537,0.42028809041015336,0.4211725488880308,30.88283368490036,0.5128573466666637,High Volatility
2023-01-24 00:00:00+00:00,97.69999695,100.485016,7,-0.020944021953417158,-2.785018919140626,-2.850582401313602,32.221598594290256,0.3866664342857149,High Volatility
2023-01-25 00:00:00+00:00,95.22000122,99.36971,7,-0.02538378513224715,-4.149711609589843,-4.3580251590232475,32.753435685579085,0.35523805142857157,High Volatility
2023-01-26 00:00:00+00:00,97.51999664,97.67919,7,0.024154540963363447,-0.15919494935546652,-0.16324339093564852,33.21118913907624,0.39476158476190903,High Volatility
2023-01-27 00:00:00+00:00,99.37000275,99.36971,7,0.01897053090382461,0.0002899204101538544,0.00029175848055801166,32.26437883402399,0.5704763504761843,High Volatility
2023-01-30 00:00:00+00:00,96.94000244,99.36971,7,-0.024454063024567985,-2.429710389589843,-2.506406363145789,33.14985642864109,0.5200002761904869,High Volatility
2023-01-31 00:00:00+00:00,98.83999634,98.49484,7,0.01959968900533071,0.345153810703124,0.3492045968069732,32.54542703591808,0.4947618757142891,High Volatility
2023-02-01 00:00:00+00:00,100.4300003,99.36971,7,0.016086645273948985,1.0602874704101595,1.0557477519097045,32.6069449672452,0.5809522352380867,High Volatility
2023-02-02 00:00:00+00:00,107.7399979,101.15833,7,0.07278699171725478,6.581665075292975,6.108840916631366,39.91804543040698,0.8866664357142895,High Volatility
2023-02-03 00:00:00+00:00,104.7799988,109.409546,7,-0.027473539611049147,-4.629547098437499,-4.418350020478812,41.318509960395644,0.7952379509523837,High Volatility
2023-02-06 00:00:00+00:00,102.9000015,102.34973,7,-0.017942329848547378,0.5502700546875019,0.5347619501128014,41.0234192101346,0.7952383119047539,High Volatility
2023-02-07 00:00:00+00:00,107.6399994,102.34973,7,0.04606411886203898,5.290267954687494,4.91477887790428,43.00125309809001,0.9666668123809501,High Volatility
2023-02-08 00:00:00+00:00,99.37000275,110.77102,7,-0.07683014396226384,-11.401016231933596,-11.473297691876732,52.56283341501194,0.5404764814285699,High Volatility
2023-02-09 00:00:00+00:00,95.01000214,99.36971,7,-0.04387642637958966,-4.359710689589846,-4.588686023989017,55.36974141380971,0.313809712857136,High Volatility
2023-02-10 00:00:00+00:00,94.56999969,96.46801,7,-0.00463111714650466,-1.8980102587304657,-2.00698981172902,54.26124400410297,0.14523824047618916,High Volatility
2023-02-13 00:00:00+00:00,94.61000061,96.46801,7,0.0004229768439369952,-1.8580093387304686,-1.9638614594132902,54.216082133551055,0.1657144457143005,High Volatility
2023-02-14 00:00:00+00:00,94.68000031,96.46801,7,0.0007398763296551092,-1.7880096387304718,-1.8884765873217093,54.1289506255371,0.12190464571428095,High Volatility
2023-02-15 00:00:00+00:00,96.94000244,96.12853,8,0.023869899900721636,0.8114700303320319,0.8370848049382738,54.49407866732664,0.2690476914285824,High Volatility
2023-02-16 00:00:00+00:00,95.51000214,98.35053,8,-0.014751395337390116,-2.840530391738284,-2.9740658863922875,54.83354100620773,0.20904758999998307,High Volatility
2023-02-17 00:00:00+00:00,94.34999847,97.43265,8,-0.012145363250014807,-3.0826492350781223,-3.2672488447981234,54.64184236683391,0.061904543809518486,High Volatility
2023-02-21 00:00:00+00:00,91.79000092,95.16142,8,-0.027132989841160415,-3.3714218094921904,-3.6729728463894107,52.00941915790535,-0.2966664628571323,High Volatility
2023-02-22 00:00:00+00:00,91.65000153,94.463646,8,-0.0015252139513759477,-2.8136444050585965,-3.069988388530032,51.46849246162064,-0.3876190185714279,High Volatility
2023-02-23 00:00:00+00:00,90.88999939,94.463646,8,-0.0082924400143215,-3.573646545058594,-3.931836911698536,51.11491082134167,-0.32428559809524415,High Volatility
2023-02-24 00:00:00+00:00,89.12999725,94.463646,8,-0.01936409012886009,-5.333648685058591,-5.984123022127201,50.82358090876061,-0.2900001890476176,High Volatility
2023-02-27 00:00:00+00:00,89.87000275,94.463646,8,0.008302541488073523,-4.593643185058596,-5.111431005334643,50.060967157660876,-0.36428542333332814,High Volatility
2023-02-28 00:00:00+00:00,90.05999756,94.463646,8,0.00211410709008808,-4.403648375058594,-4.88968298286349,49.44831225643728,-0.4433335804761924,High Volatility
2023-03-01 00:00:00+00:00,90.36000061,94.463646,8,0.003331146548167796,-4.103645325058594,-4.541440125449102,48.94934932159979,-0.31333342047619794,High Volatility
2023-03-02 00:00:00+00:00,92.0,94.463646,8,0.018149616854014283,-2.4636459350585938,-2.6778760163680366,48.86792127868612,-0.3257141114285673,High Volatility
2023-03-03 00:00:00+00:00,93.65000153,94.463646,8,0.017934799239130328,-0.8136444050585965,-0.8688140862421152,48.9627705714126,-0.32285708428570103,High Volatility
2023-03-06 00:00:00+00:00,95.12999725,95.16142,8,0.01580347779840552,-0.031425479492185104,-0.03303424829247023,41.23832040279082,-0.600476221428579,High Volatility
2023-03-07 00:00:00+00:00,93.86000061,96.12853,8,-0.013350117488834523,-2.2685317996679686,-2.416931371110896,40.57860449699624,-0.5199999138095279,High Volatility
2023-03-08 00:00:00+00:00,94.25,95.16142,8,0.004155118127694202,-0.9114227294921875,-0.967026768691976,40.40603036721828,-0.41190483333332395,High Volatility
2023-03-09 00:00:00+00:00,92.31999969,95.16142,8,-0.020477456870026445,-2.8414230394921844,-3.0777979300621294,36.42620259764186,-0.7295237957143001,High Volatility
